rowname	s_11.69_CTRL_Mixed	s_12.78	s_12.78_14.4	s_12.78_PLA11.5_NAWM	s_12002_CTRL	s_13.15_PA_15.5	s_13.15_MRI13	s_13.15_MRI13_NAWM	s_13.47_PLA4_CA	s_13.47_PLA8_C1	s_13.47_PCA8_CA	s_13.47_PLA4_cone	s_13.47_PLA13.8_cone	s_14.43_CTRL_WM	s_486_64M_WM	s_486_WM_Front.	s_487_59M_WM	s_9.34_PLA1	s_9.34_MRI2	s_9.34_PLA1_NAWM	s_9.67_MRI13_CA	s_9.67_PLA61	s_9.67_MRI13_WM	s_C101_WM	s_C101_WM_Temp.
n_oleoyltaurine	-1.1235272787455293	0.4777078287384127	-0.41226429127244596	0.05433049610379941	-0.8464843590284932	-0.1110167800145336	0.3593556332616427	1.412136178916536	-1.6241887088019245	-0.3626139396102813	-0.6248628749258615	1.1443244570501077	1.7623200857451684	0.17464626804609276	0.10157561064214872	0.441624676112937	0.20982320547579245	-0.5829414885794255	-1.974446149145876	-1.5306813306630143	-0.31456652350302905	0.9710135892540158	-0.18391406386043754	0.7267648897407858	1.855884869063403
alpha_ketoglutaramate	0.01918610366730678	2.4447299875498683	2.504056486183179	0.5580073324217145	7.269099686065301e-4	-0.34231757828096415	-0.556041114613806	-0.6639311340906933	-0.2187326624246477	-0.2919244773019116	-0.5369737452276776	-0.15012524032150196	-0.48556259441014965	1.546102778955683	0.7810622680384172	0.6462313784667862	-0.6163585297096645	-0.6697517772118632	-1.1789240678605624	-0.48781005821167683	0.9295675477178931	-0.40925676193019883	-0.4794453926197507	-1.0851267741666233	-1.2573888845877317
phenylalanylglycine	-0.17451232899993	-0.24946172859291688	-1.1290454843889803	0.10254232218233707	-1.4279354116046576	0.568016790412938	0.2069911028204625	-0.31398105676647514	-0.5575784519974278	-0.11544175670649474	-0.076930153712347	-0.6753177071002384	0.6237647953766584	-1.3136667490415745	-0.11676187315959102	-0.12368776986255019	-0.26978421256257085	-0.26928190993404555	-0.13421818057877788	-0.7706834435407472	2.734795694603844	1.8834342592430253	2.235282444216295	0.0028857099630519205	-0.6394249002693021
x3_hydroxypyridine_sulfate	0.6457183809213012	-0.4060713667350395	-0.10464120102582716	-0.2986093367030116	-0.6116003180901076	-0.2905332776672858	-0.49407907307839743	-0.5460011030332461	-0.6158351757513802	-0.7405661835313503	-0.857093369524855	-0.8451591784051232	-0.14303677955192612	-0.5310930401510074	0.5090404728464766	0.7120884813330733	2.2596128693738833	1.8120200101857034	1.920437779504281	2.0638917802743166	-0.43419762997840494	-0.674079412782706	-0.5967938351575947	-0.9963097043688056	-0.7371097889029643
palmitoleoyl_ethanolamide	0.5637992081130988	0.9439350941532466	0.18812135296939989	0.7503515956779427	0.05445344065728225	0.7670556457386469	0.7893819349134544	1.2781648745516763	-0.3613304062955349	0.3972739518686122	0.06102173203673099	-1.9336224132019675	-0.3772010020837056	0.7872692142043165	0.4269779905901272	0.38025247121374084	0.3197136611706889	-0.9210353515026554	-1.6273117048509946	-1.3598033824328786	0.08227820132839153	-2.7760519011178553	0.36795773570742485	0.27500389803745845	0.9233441585533635
eicosanoylsphingosine_d20_1	-0.09175309135362145	0.18728185501056546	-0.715461569756383	-0.339491693495148	-0.8146027937488494	0.05198965718814718	-0.7296467607026221	-1.1082377519280566	0.32271082983531096	-0.8892904257602257	0.5396108993358859	1.5970343979844306	0.45839477712114773	-1.9780990446623068	0.5587607571526596	0.4061395817785867	-1.1458169872374981	-0.4787496977010329	0.2534748800757112	1.5198743889887494	1.0082145666386149	2.2376830426774412	0.28452384039022977	0.40767226879882823	-1.542215926630592
ump	-0.8194908020131274	-0.8871068219090164	-0.5456023173402151	-2.518641905942162	1.2339318328219855	-0.09826278137674667	-0.14326808961216347	0.4487099878108862	-1.178370180953471	0.4803049248717613	-0.47001130330045326	-0.7126146635185726	-0.9912706147214991	1.1628155748866997	0.5040533190990718	1.0617756668102252	1.9501795776329407	0.70762525406046	0.34848532703596485	0.8561283828575288	-0.04867404039354375	-1.5017463077196946	0.2593859946955026	0.1408073824683924	0.7608566037492512
n_oleoylserine	0.3221609255070727	0.4953346898274635	-0.1563808061405761	0.64933362889089985	0.24416138148730135	-0.12579067746494857	0.3589694039134364	1.2422170342399148	-0.7261067690778661	-0.2527592425527515	-0.10394826163324843	-3.058614282432376	-0.686069630892051	1.0502875540786367	0.8682919928643161	0.787641435446182	0.6542878208048329	0.15655092696981826	-0.7946163858855898	-0.5227809678290372	0.5480985755390279	-2.4667957219586567	0.47952393715578817	0.3739752326423525	0.6630282065000696
x2_3_dihydroxyisovalerate	-1.2432798844244466	1.9426362768673293	2.4413102962868223	0.25053612929585967	0.7122224259972086	-1.4415490734200591	-1.2138458411595248	-0.4592655525523652	-0.38927167140431007	-0.49298947070122306	-0.6075939049032377	0.23011230913461203	-0.10951638507811438	-0.60389533509234	0.9504292112168553	1.140940601468376	0.32740854951760046	0.3155328180692798	0.062229053465400246	0.6596178323297699	0.5869970039659873	-1.5901966955785647	0.19073404479853917	-0.9992208969898754	-0.6600818411095882
x6_oxopiperidine_2_carboxylate	-1.4378693436735837	1.1461036788202972	1.068302005440619	1.261724202413143	-0.1491593111413027	0.8772605257581854	0.6805278334760231	0.74503724476831	-0.8686022398685581	-0.7617355842139149	-0.4651364078328597	-0.737715673711323	-0.576906760211405	0.3376562069906667	0.6891848144828493	0.6769344632917419	-0.7905213061701216	-1.4430650094174975	-1.6029774701827728	0.6967160204054801	1.2051860243770447	0.8931403346076485	1.129573314666896	-1.2792321609835116	-1.2944254020920676
adenosine_5_diphosphoribose_adp_ribose	-0.08788389076608596	-1.7663778407541382	-1.1346049028401837	-0.5342846793897761	1.259276759140901	0.15664723134393568	-0.19495095779046234	-0.13523384125062227	-0.4456691528424455	-0.131133316186809	-0.157032170456738	-0.40590277368827865	0.13740608081781605	-0.06177136645108299	0.9888028526684537	0.5567430782925081	1.0400486659371544	1.5634278987231727	0.9149326941206689	2.311873321356747	0.08084621696594704	-1.1701468087640077	0.10284918706712236	-0.8725014584234615	-2.0153608268303214
ribose_1_phosphate	1.4416388237281996	0.33662898599265795	-0.9700461235508687	-3.814960452022678	0.8623461435566238	0.6269735831855535	0.2639306085902654	0.5438670083270716	-0.2282085244028879	-0.30320409891991346	-0.04216133448574947	-0.7440486586673482	0.013182272300555624	0.9056811823445116	0.4368034740778747	0.28532720335250633	0.7748021318832323	0.22534787740041934	0.6249360287151917	0.631787442872638	-0.33466895196055546	0.09268763346870242	-0.16394917705146667	-1.1555972858504264	-0.3090957928840827
methionine_sulfone	0.0629833704534256	1.6827633742617325	1.7218971500833933	1.7419566645364888	0.0024064978323229892	-0.6059542852698018	-1.1632698037946283	-1.4434764648062215	0.340438089871471	0.1582244410684573	0.5246446356030708	-0.2174655440597195	0.007190888626204572	0.02300656083281033	1.480290106536841	1.4071838791002431	-0.12694103577669924	-1.0114918569409492	-0.11832620885805714	0.1466567954625222	-0.7141371696445231	-0.9228406527291311	-1.2848328555702577	-0.0680332272040244	-1.6228733496149976
putrescine	-0.7056416234808975	-1.090218112529297	-0.43739649215903764	-2.0844610845234897	-1.0118842774203824	1.3835779384765332	0.0013405451568008738	-0.49651103607521746	1.1366778490030276	0.19881571143513832	0.6091654319513624	0.732358491888669	1.007853168052345	0.27206061605447945	0.4306327960283969	0.22035172525438332	-1.9447733944113965	0.8026017600091349	1.1298737348008279	1.0599160218549903	-0.2956518514801418	1.003995920422033	-0.18647750424755266	0.01675560746940608	-1.7529619415301
galactonate	1.4333806950019443	1.3877658225737957	-0.21462279821069602	-0.4515410668374265	0.7871035584551814	0.2873519572346961	-0.08329631988035416	1.3084840193444125	-0.5595928110551093	-2.0052639817031763	0.2599545201686271	-0.18666947004355078	0.38357783779371923	0.38967891212359423	-0.8690166615879551	1.4808937325263811	-2.130233264241137	-0.0013180571469763368	1.5483472735629937	-0.31233977633714555	0.14462973059883327	-1.301048103332085	-0.05238076579197593	-0.35570782885203944	-0.8881371543645326
kynurenate	-2.6684630490397145	1.4686998516586265	1.6784695131675778	1.2811171837972286	0.3487856218959595	-0.12498003456367857	-0.4372759482288926	-0.01188277532165612	-0.6103680505593558	-0.6489401713724763	-0.6238804962970912	-0.16862796574965608	-0.8760129883243791	0.7632238387427003	0.9601594415131794	0.8976160698144497	-0.8995163183015171	-0.03893233519488685	-1.198632113440946	0.7698300790072199	0.24735405919404857	-0.9174157796681585	-0.016823609594817657	1.2968620343011295	-0.47036605743486826
tartarate	-0.7038196391158815	0.278997341222512	1.0897562951354738	-1.3156430091037654	3.9099557763591135	-0.2159436168049119	0.27734997848100595	-0.28927605374149684	0.8770219950452509	-0.1627817667278989	-0.5521288245130055	-0.3821238782567294	-0.8982276222708282	-0.9721407456296848	0.07207423430527758	0.10374848785682453	-0.5660058408861895	-0.4806899787908195	0.2443687745992571	0.05565159791694991	0.9298735085721408	-0.3188802781323566	-0.08859184430871357	-0.36813934386970687	-0.524405547341829
pregnen_diol_disulfate	-1.6111088522620098	-0.569095501197398	-1.0288274793309917	-1.3806274484587955	0.9979784460955532	1.4103319100355116	0.8449552994724898	1.0877217828775452	0.33747371649718666	0.904930905646163	1.2553739070552352	0.8103852346660078	1.1369881127620516	-1.393783045024838	0.2124805349658558	0.09217804946988815	0.8027030048934846	-2.239587959004319	-0.6688225389770257	-0.505599432708458	-0.1835033067268831	0.41128027200044937	-0.23665047993339905	-0.3827315439203604	-0.10444358889293721
x3_sulfo_l_alanine	-1.6619491817485246	1.0086114893945888	0.024431870566659318	-1.0707919015246898	-1.0979774620650227	0.10247807433860634	-0.1346894426389606	-0.6030027732362416	1.013326991226452	0.5623805741456811	0.25476099010977504	0.25453381867390695	0.6579753448900771	-2.4155186959600985	-0.030633986819845884	0.8066276045592403	-0.5137760260919111	-2.1401594837707396	1.1741163228708218	0.3731185717488031	1.195397891023166	0.407923432274857	0.5569390180259561	0.6701733666313607	0.6057035933760667
pseudouridine	-1.2267445341079857	1.427416464826872	1.6373536326916227	1.546949793696184	0.5923010173874929	-0.07900505622647233	-0.3382182842466304	-0.29556791403261456	-0.8860660385706495	-0.7443460179265257	-0.6517504843493493	-0.4704858697548922	-0.9648507639233797	0.07049814441160036	2.11968970217018	2.129206100059108	-0.7317457439704472	-0.2759753024050294	-0.8221431621855757	-0.02767364882411478	0.07883927317259973	-0.2908835577343817	-0.16156281820112187	-0.5580524125842053	-1.077182519372268
tyrosylglycine	0.8360449276781066	0.8807463633199435	-0.5381904499229445	0.5288435170968239	-0.9980308346887781	0.32459450475854845	0.12310837689923988	-0.0186706691488684	-1.3339764152683107	0.026214831543254893	-0.34000847951954943	-1.25576181341108	0.9064612727338749	-1.0895016191699234	-0.3989986189378984	-0.4249338256856211	0.18732953434153551	-0.6896607161435465	-0.8420289444762049	-1.8301436342284407	2.253334792660136	1.338270256158045	1.858718130613552	0.2144075793772545	0.28183193342087837
gamma_glutamylleucine	-0.24034929901981716	1.2486886514902589	1.0673188461341383	0.9889243959544254	-1.0989713266455392	0.04614593631603135	-0.014611390821199553	0.2533637988678919	-0.7912557162017342	-0.7650464981928231	-0.19682247926100702	-0.9501524393971795	-1.104496109120306	-0.7020526082167998	-0.04000139830945633	0.09396651775495878	-0.9202621798452965	-1.4173752047861774	-1.151956955428289	-1.0980271165957753	1.8414876432456262	1.61587357902181	1.2072417819683805	1.029362443990724	1.099007127097139
n_acetyl_glucosamine_1_phosphate	-0.32785390214659615	-0.8933425556554453	0.0618814458952736	-2.0167360649617745	-0.9113916912626526	1.3557148667265282	0.84953537969528	0.15381868623535325	0.21819929551919748	0.20121276679068478	0.46095744662439814	0.4030176101574644	0.5721135951960009	-1.9037161952575676	-0.671656951792378	-0.3334554707029799	-1.1572307414177614	0.5166101688356581	1.0047284965812828	0.660622719427363	1.1382707024738765	1.4708051780725695	1.0623208181053976	-0.19539766717977036	-1.7190279359594236
x2_aminoadipate	-0.2904838033208638	-0.38257529890359254	-1.8313813755167405	0.14858685742924171	0.4240332721437093	1.2704087261960595	1.050233173468445	0.9057142021116341	0.2607343647096427	0.450849919374335	0.5447939062827328	0.01653986081488808	0.6239931102950806	-0.4346680911195019	-0.7159936361183102	-0.6453004255087104	-0.5913820487841593	-1.2467410750352266	-0.053513925610414244	-1.9049487380573968	1.143733956608925	1.8624851975299521	1.354208089316261	-1.496556042605894	-0.4627701757001198
nadh	0.5843727711256471	0.7341245178731328	-1.1694527736829952	-0.6548553563774759	0.35645556028502073	0.35168072343570067	-0.6840220755158013	-0.28060686394858253	0.5752799580269543	0.1829796880290537	0.41299101855729736	-1.9624498509356116	-0.9244412303458408	-0.6503187122051914	1.4834557057553215	1.5783607675844396	-0.6637654708945266	-1.5233986610749208	0.6341265718739515	1.9105977277122779	0.14536888395562655	-1.144595866658734	-0.1517539819583089	1.3333724407658862	-0.4735054913823091
glycosyl_ceramide_d16_1_24_1_d18_1_22_1	-0.004276897034833376	1.8271589894152716	0.25092829451808374	0.4454547418192955	0.2694857805187652	1.3073620747621213	-0.040176692571158405	0.004576399233844554	-0.10399146718805291	-0.14672033721648506	1.5275785144330127	-1.3911815000876433	0.8435950165579121	0.36601450994523094	0.23494269225749723	0.1952694890799143	0.4416948526329356	-0.1397174768919727	-0.653266902838757	-0.6708055165131535	-0.46100867300230763	-3.437321547194135	-0.42648535926487074	-0.2727132225084514	0.03360423713794805
phosphopantetheine	0.8594734136293368	0.7174465608358518	0.43485594412138884	1.0652910491832566	1.0029052706569697	0.11549500898205428	-0.5490762070201771	0.033436312577286305	-1.7101515685107036	-0.6212301482657806	-0.9134248985792522	-0.13047023984245137	-1.7459647704423213	1.4393599685322216	0.5570089417308949	0.7204598201825517	0.8737028600351255	-0.6358628961116237	-0.5898572718841615	-0.23828114223462854	-0.1377679616847157	-2.5156222673538937	0.03253928438489408	0.6554820467357884	1.2802528903420987
x1_methylguanidine	-0.9683989208966491	1.7867103788329242	1.7380432739029172	1.6624796968356197	1.1096012547556529	-0.7444641531626057	-0.7473795378521934	-0.5109915336282218	-0.845429355004051	-1.2602886029446636	-0.5784725884288281	-0.6738269286019744	-0.028296289248237377	-1.3506802930045447	0.9767960981108377	0.986004171943954	-0.21006287258849266	-1.2390354529916532	-0.8337604488321141	0.8307403079370288	-0.04766869667533379	-0.01745490230073798	1.27291150556207	-0.12013080809672311	-0.18694530362396877
sphinganine	-1.5632006626734931	-0.21480353903124708	0.36947164343726113	0.35843809604910487	-1.1631564947891453	0.32863758109597374	0.6043675700816633	-0.12318000100283907	-0.9100612243912009	-0.14457735842872457	0.4899880941458638	1.1594308699059452	0.8833711363554835	-1.4024453230189622	-0.40133803733958856	-0.4023502834766701	-0.862258401261856	-0.41325237632128314	0.24540014382578984	-0.013611124368625115	1.4712456997725278	2.684827050050744	1.0920176746784627	-0.7111731342977402	-1.3617875989974466
x3_dephospho_co_a_glutathione	0.8774427818508485	0.8616312987711895	-0.6526810642137896	-0.2882234754317145	0.9697891715855617	0.2395493727592894	-0.4520842220190703	0.14334138730345675	-0.5896406749265372	-0.2862941198949422	-0.5979865613034829	-3.1483129890796646	-0.035555428611915255	0.5933008632562214	1.2028776088865079	1.0871923029082844	1.1482926867431018	-0.5776095571946345	-0.3377763714734696	0.8772011998536434	-0.24703950475768607	-1.9481292623350364	0.05107614154606288	0.7340764981013538	0.37556191767639374
piperidine	0.8974500883987886	0.6954616811151825	0.6505054691138914	0.5640963443759478	1.6372731457955885	0.14768709897234045	1.1819091515464644	1.1471264880542642	0.7077447188266642	1.1532436315822774	1.546978352977137	0.27833917177944717	0.4755724995313819	-0.8564265860219501	-0.4235047207938686	-0.621294024211495	-1.653300374274517	-0.7396078103398506	-0.4907587813289132	-0.7226175894870255	-0.8558351617298832	-0.7776343356011824	-0.9843879639864631	-1.519080294154715	-1.4389402001394953
sphingomyelin_d18_0_18_0_d19_0_17_0	-1.3479552267160417	0.14528291240712607	-0.18237273376837462	-0.4972451229388184	-0.5733282138206618	-1.0051503437355782	-0.18202202179082744	-1.061158496309944	0.4506269149552413	-0.21058291057768788	0.73950682037472	2.267972340490349	1.6725851828463778	-1.3867032268801138	-0.5315009501859634	-0.48367297562844846	-0.1627851417786741	-0.544193098196319	1.426046977589548	0.5040073033124745	0.2760355924504411	2.131388421658813	-0.20200755208170174	-0.33334661241568164	-0.9094278392602801
oleoyl_ethanolamide	0.2677229208214866	1.223860170047732	-0.01365685530902858	0.9990599575192769	0.20999207990230473	0.438308858324235	0.40755180079043013	1.1507266172601542	-0.48969269895069184	0.2563912399633165	-0.06447655469823957	-2.6677987403096872	-0.6381639680768376	0.6540790487254095	0.3279819953058701	0.5026193123740952	0.5491904228160993	-0.9767368123899166	-1.5749230391176765	-0.7078372501570335	0.2802277231478328	-2.236358514425687	0.8798619860872329	0.2604392141174165	0.9616310862318664
ximenoyl_ethanolamide_26_1	-0.1966893520767705	0.5555258786863067	0.03879832491210265	0.8023053111202374	0.3806302410869543	0.42967032091527324	0.7475962240738991	0.9224176351719461	-0.13948944750292466	0.06079951353468866	0.12744130409808763	-2.637475748448439	0.18158941059347986	0.7535095940157084	0.2830099998115297	0.4599116983276578	0.6106991203343027	0.2705553151227647	-0.721472528718923	-0.6277371634524088	0.45994855458226985	-3.357785374143027	0.486413866074257	-0.32625661513315435	0.4360839170141698
udp_galactose	0.08670696741682912	-0.448543833163685	-1.5831855553503227	-2.9584361328484348	0.21560238095192666	0.7329888043151767	0.7831821991440462	0.8426341802972118	0.057860784504051535	0.7055137871867965	0.6819221157485067	-0.6522449866168372	1.0201410413189629	-0.5161286959170964	-0.13568599572495704	0.18228011953540516	-0.010743280880983213	0.6899557419402569	0.8395902128987345	0.012731454564764953	0.6448864315057682	0.23405133425681857	1.0848032210779572	-0.28113051095188485	-2.2287517852090333
x3_s_cysteinyl_2_methylpropanoate	0.2934066591194776	0.17054811427382977	0.9862032328940192	0.010573807210819972	-0.2707892125530357	1.0633655791058927	-0.1747569720167046	0.008234683289658392	-1.0941654646963628	-0.41948111186282516	-0.543677557106393	-1.757631722225736	-1.0702800267400963	0.1014536608864746	2.511455429135864	2.387722557593462	-0.23446770298243885	-0.8251965874366127	-1.0025112722194054	-0.9845246181769663	-0.031058504607523327	-0.20335234494552262	0.25289061114760397	0.9595160081803108	-0.1334772452677953
amp	-0.7540864540141274	-0.9059324210980283	-0.3308899538991201	-0.1305720922570087	1.101613160400456	-0.5645708934149991	-0.21297772284926486	0.29624392346727824	-1.1722643534751924	0.5701976101292304	-0.16534289539713964	-2.3699265553951965	-1.3828813028722737	1.3648095905939672	0.8239415845554036	1.014677946623611	2.0994828520205067	0.9922504043915994	0.29118550928517084	0.31021267065181823	-0.05018607245329224	-1.438908837003822	0.15107452612342911	-0.09692635806358726	0.5597761339505841
n_formylmethionine	-1.26720825549308	1.261981194073137	0.5362599619232653	0.7725590327932734	0.20601653005408815	0.8105314851083711	-0.07895271698134967	-0.7026263430986525	-0.05139529856156249	-1.3635903893901615	-0.03989058613887878	0.23278638806242855	-1.0439492334056975	-1.92122537341526	0.8316914674210877	0.2854688308972727	-0.7157335120561644	-0.11820694630059368	0.3433951140766828	1.3783128314007131	1.3421059153286932	0.8522896615557761	1.171231313271431	-2.101979795943617	-0.6198712751811888
bilirubin	0.2021580063553727	1.0436864234281102	0.48904687460328417	0.44413520939224643	-0.7728715014179347	-0.4815131894223966	-1.0972623051263568	-0.803993032634826	0.1725684269035147	-0.19592203403885183	0.2608404016872567	0.28120974403715826	-0.0025502666120781814	3.4062855047307248	0.34117386949112155	-0.17631162841681317	1.8115744792008635	-1.0247120137268788	-1.0469035888513918	-0.5426167053737221	-0.9310964374798718	-0.149609011068494	-1.070419592416817	0.017965955883697864	-0.17486358912689212
x2_arachidonoylglycerol_20_4	-0.1892541316630266	-0.8988994624965656	-0.31137029576661523	0.8365664226226662	0.8391887938767022	0.8102601557844494	0.25746718710549743	0.5240079507063493	-1.3804259110335164	-0.560586785622589	0.10318825865776066	-1.5770152822090668	-0.3242188986201648	0.8154438460968085	0.7117627021395329	0.44800257881587574	1.061859798816407	0.5447369057403997	-0.23542612476353922	-1.1178975261798907	1.7433935739583353	-0.5701576163305265	1.7193158831971385	-1.8817618496038044	-1.368180173228603
glucosamine_6_phosphate	0.34723794519250517	-0.3059588019691502	-0.25662818736189186	-3.0265681515309883	-0.6010117092137126	1.2606243439670826	1.431314205415451	0.5691082627346461	-0.19159139296577596	0.24999082493109132	0.44025055093010806	-0.1608071599865359	0.49434963540542304	-1.5248803320987199	-0.43173611662135486	-0.5654721824640242	-1.3471686248812507	0.43949208604175777	1.088165873815048	0.44466387566491455	0.7589999064292485	1.2973610923339023	0.7331733280448347	-0.5361552093114751	-0.6067540625011361
gamma_glutamylphenylalanine	0.020170397980380454	1.5246773266932603	1.3886996118788422	1.2137394118853038	-1.5357259590241177	0.16583368456569839	-0.01111708766819627	0.1011427456705121	-1.3314016295737199	-1.1179864435289326	-0.91339308828559	-1.4447227638896845	-0.6532864187860467	1.4320724240738043	-0.04920760517490801	-0.13843325361855688	-0.8082355297780295	-0.2965671578454765	-1.6769048302395129	0.2775420123991603	1.2212752133976326	0.9379722769316078	1.1274544091733514	0.2650520968192121	0.30135015594397946
x6_phosphogluconate	-1.484735722965614e-4	-1.249595138864747	-1.4373390231554917	-0.8815153164535826	-0.2670871717512803	1.2399086038683005	0.5583802606991488	0.2657931964460413	-0.5100484463454003	-0.08095270573583373	0.447198727146649	-0.5353852000248384	-0.02282908477115591	-2.064998704887146	-0.5246142060309452	-0.1414576658171255	-0.9971377473084693	0.34150540139278535	0.7245758103371247	0.5485248174494849	2.0063780811768486	1.8662503648995237	1.5320379725537	-0.12187094361605054	-0.6955734076352291
x1_dihomo_linolenylglycerol_20_3	0.3201551502131245	-0.3169906467319527	-0.2953834038926212	0.4563944808099345	1.1542176330323095	0.4532390524634123	0.041439717411211864	0.6116887641822719	-1.0398580133583517	0.28047896317788573	0.4922572782472427	-2.414715443879729	0.14720807061833366	1.4511127773570685	0.36930106535185947	0.49676936642591324	0.6986207755448324	0.024819713356383086	-1.3034493057248586	-1.1620151329423318	1.2811290886001503	-1.7997705004719886	1.5073591911379332	-0.9468101064901421	-0.5071985344378624
glycosyl_n_behenoyl_sphingadienine_d18_2_22_0	0.4260863817724795	1.4045200636679696	0.04006166721789674	0.08842941806810062	0.6920503136485593	0.713662646380656	-0.2172830489091599	0.10022423222782166	-0.29285061585459876	-0.04301499005554938	0.6000558865844491	-0.7247788904607639	0.9016513352743224	-0.039320457029337334	0.3300451351928348	0.08931284209888808	0.1293736576229846	0.6262466705624591	-0.17182223580301365	0.11141362148519351	-0.6097458574352754	-4.236535282647041	0.20392677386440172	-0.243284001838288	0.12157473436402748
ornithine	-0.46473622189072106	1.0443554846467578	1.251821229548106	1.3550146136428662	-1.038385062249503	0.11971828117024501	-0.21728331979743368	-0.41959655864725204	-0.6699778878075596	-1.2818708569246953	-0.7455276615085085	-1.261411389326209	-1.1884177747478635	-1.071936125815773	-0.1010901011449791	-0.23458510235233707	0.9915056606198649	-1.4045754730431814	-0.4030623262181246	-0.3921180154988297	1.3846980984302704	1.2402403747304747	1.2083207620618108	1.522598524539786	0.7763008475827889
taurocholate	-0.30626360181939466	-0.6078905120153443	-0.11752091681494616	-0.33782055226734936	-0.3453606831230678	-0.3610312731292383	-0.46645160277435677	-0.6117406420440847	-0.35995107752661243	0.10687724998951574	-0.7686794602248475	-0.3870371979886164	1.0644038706160013	4.243993196773542	0.31061303279865743	0.27997715667375184	0.23914055473972137	0.28776831429248667	-0.30591526055141005	-0.5008555885782278	-0.6740349051412433	-0.7827121988339055	-0.5764274037591048	0.5409310644423092	0.4359884362657357
n_palmitoylserine	0.5045543446427098	0.6579091265553043	0.02351054012527743	0.7816676420801798	0.33116939725827665	-0.2631139203484282	0.08959331636925488	0.970265836151412	-0.7168456468411796	-0.198436130518807	-0.09373917074635774	-2.6717569124091693	-0.7379728587322897	1.0396374633021113	0.9528916667915339	0.7346555721351624	0.6831566126756378	-0.19007542604266767	-0.9879333584920525	-0.4000639008448525	0.44324309032106524	-2.7565323814913687	0.2837824513070486	0.5062771888413629	1.0141554579108454
hexadecasphingosine_d16_1	-0.9342105615149141	-0.14625837815636136	1.2641491356911347	1.2564713857684702	-1.2767986937251152	0.8023450497621537	0.704010572545403	0.21410836721760584	-0.9158096836079997	0.34584256509594163	0.5296778876825957	0.6035638920536279	1.1391687139271556	-1.59178254314708	-0.07211401780206476	-0.24837829953550777	-1.1978661038674037	-0.8681359157867445	-0.3897077854261458	-0.7420950646241683	0.854247480592925	2.1628991332679344	0.736742509817584	-0.7384039886249406	-1.4916656576040639
orotate	0.5634424592953342	-0.26368724499897855	-0.7634811636119633	-2.3272511600581014	-0.6023746599208797	0.9661165403167027	0.10035585781108276	0.48124737714888305	-0.10292637033128324	-0.249168386320602	0.0168627450838678	0.3741698409016599	-0.14143758856339533	-0.48633895132703014	2.204490389336874	2.26960311329898	-0.6039793268349909	-0.21417706465804284	-1.4680372934765198	0.3188925919180018	0.011585272684517771	-0.9009652075703815	-0.5847200950479813	1.3301628684452032	0.0716154564790474
x2_hydroxy_3_methylvalerate	-1.0215010704798222	1.1121756303601393	1.9510578549587128	1.80405605669203	0.22578991728099596	-1.4972486688537503	-1.135771382245006	-1.388786599888094	-0.25123916513184325	-0.21863859107107933	-0.1287259208149928	-0.22342599235419022	0.13698500269433705	2.142407796598759	-0.5405840881715198	0.4374222734784243	1.0193660416903676	-1.2010641360382939	-0.3991067962130633	-0.5416515037849229	-0.2493987863261003	-0.6891399777880214	-0.18106571769621918	0.3145723178066671	0.523515505296476
oleoylcarnitine_c18_1	0.07247631448032812	1.566882884882976	0.3520666073206164	0.5391400154967675	0.5179627738824646	0.9946769639267028	0.29406057554178333	1.2398813031857252	-1.3474119228584311	-0.7690207706837721	-0.9070070646479139	-2.1456782707786473	-1.2422218335061854	0.21891524227866807	0.16039000196339884	0.047740070194002455	2.2394095517215318	-0.7845953146553657	-0.8598684597967838	-0.9880003770630378	0.23005980096637732	-0.3293636607936288	1.0946606073211858	0.08436956115515551	-0.2795245995339299
tryptophylglycine	1.2234621480820576	0.7296913752184613	-0.6788659060120124	0.419450294849315	-0.7202040332873145	-0.871772002953038	-1.1378334084086972	-0.12413691850951439	-0.8798287754864973	-0.39298366132541757	-0.9788624838733612	-1.1942414517698117	1.3015110475075435	-0.1656277451140637	0.0648163162065709	0.037122054778903506	0.44089379009969515	-0.6639765186412538	-0.2477367245761209	-0.2772851202281571	2.6840358428364306	0.5376579805489702	2.154817516960527	-0.6029408292790157	-0.657162787624185
gamma_glutamylcysteine	0.5799710619889941	0.36038545516390713	0.4580890744398562	0.3067115650656875	1.2062156408271392	-0.057978559967424854	0.1861129327069044	0.6871730007811084	-1.0675187929137537	0.31875259180678145	-0.1409914676269155	-3.2308615781444683	-0.9841691699218494	1.9574858638915729	-0.25854141352681664	0.4598635081339444	1.0059162747051775	0.045740226117333575	-0.07687825907595905	-1.230368184740908	-0.5472322645217718	-0.7395422992649116	-0.0813661176638862	-0.18858304013680463	1.0316139518770724
citrulline	-0.7283438622841825	1.194459864952048	0.9491273258593086	1.2364777203107011	-0.16434524577622556	0.009268861105085785	1.0465877660704257	1.2360278880717477	-0.2133596448813325	-0.022342780598005884	-0.2056207455130378	-0.2292417991839651	-0.20998316158045466	-0.27086817557193754	-0.6612906539921224	-0.30496397482965004	0.95460137107946	-1.3156851122571505	-1.0286962807823437	-2.262155826871093	-0.7069579897146273	-0.6459859063154858	-0.9460577855643015	1.3854865848126496	1.9038615634545184
