rowname	s_11.69_CTRL_Mixed	s_12.78	s_12.78_14.4	s_12.78_PLA11.5_NAWM	s_12002_CTRL	s_13.15_PA_15.5	s_13.15_MRI13	s_13.15_MRI13_NAWM	s_13.47_PLA4_CA	s_13.47_PLA8_C1	s_13.47_PCA8_CA	s_13.47_PLA4_cone	s_13.47_PLA13.8_cone	s_14.43_CTRL_WM	s_486_64M_WM	s_486_WM_Front.	s_487_59M_WM	s_9.34_PLA1	s_9.34_MRI2	s_9.34_PLA1_NAWM	s_9.67_MRI13_CA	s_9.67_PLA61	s_9.67_MRI13_WM	s_C101_WM	s_C101_WM_Temp.
ergothioneine	1.7274176309048201	-0.5459496321637888	-1.1421744440532122	-1.0395371810322596	0.2006991614734427	-0.21191285560666062	-0.30107751525541815	-0.12442632366866202	-0.09618254758028717	-0.17396272662935885	-0.034049176824725254	-0.814350595793886	-0.43101646502509416	1.6070189675694395	1.1739563808997466	1.21750001025456	1.4267364745596813	0.2150929855205691	0.5912893136996762	1.0896733007900503	-1.6741346914208852	-1.7453127799308745	-1.4588692367667329	0.4522214149472374	0.09135053113263543
x1_methylhistidine	-1.164214737334817	1.647828091913351	1.9194873503883574	2.0639538834755435	0.8607392968279541	-0.23611697902358456	-0.24166551986506024	-0.49583957573849635	-0.037684510148738415	-0.13157588963133396	0.030460837976478052	-0.25481775346104785	-0.19167218601400363	-0.12254189513032214	1.2993989347362542	1.3227776960760442	-1.3012710312786597	-0.35083393138095886	-0.04222362596959153	-0.04322017374326188	-0.46431049773237393	-0.4467553417741753	-0.540288588589864	-1.397710597853727	-1.6819032567239485
trigonelline_n_methylnicotinate	1.3687354520183532	-0.015310742493358585	-0.14960063668823662	-0.2558704149764879	-0.12859003352629395	0.508142626072808	-0.20610425744703123	0.15191989136424228	-0.5171755838283931	-0.859468801374989	-1.487920033099435	-0.5883695266516219	-1.3038012310425124	-0.4534527289534278	-0.11526069181784991	-0.10841222405109747	2.207928937413944	1.5300000111252057	1.6337755360012116	1.983159919799319	-0.8733834826773824	-0.813040960267074	-0.40556654869094355	-0.24498632398732434	-0.8573481522216082
trans_urocanate	-0.38237125160543706	2.6256510546033462	2.679150231005939	2.2084616612302987	-0.8066757849810497	-0.28344628280538486	-0.35732455553922177	0.3036615056559633	-0.3162788778475556	-0.25817596425344197	-0.5449716781405767	-0.4740297015876122	0.08540439399274452	-0.04882187841755967	0.1287132669358704	0.07245697544757075	-1.210983517532944	-0.42049660147599943	-0.39845062538412196	-0.08662282049960775	-0.7123247311597319	-0.6370811767496425	-0.1984175074380758	-0.5281110957124273	-0.4389150377413428
isoleucylglycine	-0.6310560756577056	-0.7495923696721583	-0.87783200624279345	-0.2689000247369868	-1.3226113002040722	0.8963250583979883	0.08826235694095841	-0.4119419011376532	-0.6790585483510158	-0.13984966223871403	0.08935917962441285	0.17794476671970305	0.2782538816034386	-2.296626800308848	0.27558359729874554	0.25940278310906406	-0.3931836886819027	-0.2160789631368538	-0.13250354201494774	0.055301346025692144	2.295178481152529	1.9912556974588163	1.9280403068992078	0.2498469142234602	-0.46551948707034774
corticosterone	-0.3038486998872679	-1.4249145540345	0.24220866975255062	-1.443834391403456	1.8201484135513648	-1.248393732221748	-1.3573461832665275	-0.8344782818651518	0.4476813867426162	1.0071431697993916	0.8327136275253746	-0.15185675789980607	0.5853239477405509	0.6714937321216556	-0.5313755653280936	-0.5995385386842479	0.8046073655256196	0.9134643416268575	0.8427758167790643	1.3035790127134728	0.6722137217823569	-0.17649907541851995	0.7585430311314069	-1.3728622388461966	-1.4569482179367748
phenol_sulfate	-1.1887886025210357	1.1832646108718625	1.3822412544699139	1.1920734293570987	2.6078551784313557	-0.649688284546845	-0.6972492614062388	-0.6440565057862019	0.6915169510794393	0.6421201554883615	0.8346189076157947	0.7826359314462273	0.7284957401446107	-0.1813622709026957	0.3376634980190217	0.46584162515653954	-0.9334865840272205	-0.7749503654770938	-0.7344099926794441	-0.6245522116217644	-1.009068331358478	-1.1807431955476813	-1.0411732863043581	-0.46708483715127364	-0.7217135527498931
mannose	-0.43686664885335214	-1.4696200766420848	-0.07338882223875688	-1.4203764154465301	-1.2524359880744476	1.1683118256704943	1.1260005700351168	0.3686829632527401	-0.03207384043618968	0.6382081919594684	0.7603983096175236	0.6222410912181232	1.242618444206749	-0.34338200455279216	-0.10715259764965096	-2.058566418744441	-0.35957708211372263	0.41076147113122446	-0.014869109375962355	-0.9011001614714624	1.040277741831756	1.592315917425279	1.2236073484808472	-0.4792280750327513	-1.2447866341971732
myristoylcarnitine_c14	0.5147799701515431	1.3749883208376878	-0.028582754326945143	0.43878650521670687	1.1710776442798527	0.45194942517861814	0.09284180053120558	0.6660693416940836	-1.8027729286582737	-0.18965798783670518	-0.20827115464681692	-2.566982714299481	-0.8777291228876044	0.9402710680560687	0.20162278950822157	0.15952686715405026	2.187853180507123	-0.1510938623158753	-0.5238924594991519	0.027723792236728766	-0.7051849291586866	-1.5182592600603118	-0.0780351137761565	0.23441081893265767	0.18856076318149462
x2_amp	-0.6051667292616473	-1.3709125448817252	-0.22333191263057292	0.6744401301192667	-1.656269793920775	1.1889578075659117	0.9671011607408808	0.9795740268591867	-0.1009593636533028	0.08283936634855185	0.37152822913003675	0.5567673833997426	0.26285517131604635	-1.7485835071447702	-0.6905070700487087	-0.013718733054629853	-1.4322452492636444	-0.2594100810987922	-0.5671108649593259	-0.6127668532325056	1.716399221317061	1.645814244837786	1.5501178843295187	-0.3574303046348434	-0.3579816181787555
laurylcarnitine_c12	0.25616010155142577	1.7666056504962788	-0.07697707695263742	0.511567316601463	1.0703264561749841	0.4065931505955	-0.09208255304127448	0.4411614971718119	-0.5872850321803941	-0.13944012277154305	-0.2300488499457504	-2.537782265877003	-0.9672180441833296	1.2188796457574462	0.0797993741729941	0.07501889667165575	2.373763317448239	-0.9132491284066352	-0.7698741013663268	0.09814891113945459	-0.5350851500538556	-1.5423397700179198	0.063984562090158	0.026702067504637952	0.002671147420616925
nadhx	0.8045108919927648	1.278457296132599	-0.5031612873455926	-0.13796036818751756	0.24796606725676776	-0.03564560490524165	-1.3123793002340645	-0.27831042384998084	0.9271897535147391	0.31915843372703784	0.21464569531509725	-1.1275897475682635	-0.5837187392857291	0.23599731244457336	1.01033495421831	1.1116470999316281	-0.16747200438360457	-0.433009692674136	0.5388221796932192	1.2220689351596656	-1.653617610905585	-1.9338379270255366	-1.7744675698217258	1.7109128447660262	0.3194588120345473
x3_indoxyl_sulfate	-0.7571847290478941	1.6133986959900737	0.7983019442663147	0.4630828208895333	2.4015601999112075	0.25851715366640915	-0.2935280996471687	-0.3800620997851743	-0.1267729799056835	0.25442445008678793	-0.11566435815610032	0.25782984096691675	-0.20489007221607156	-1.3822954625009085	1.085454610537531	1.188997788902471	-0.403863423129512	-0.36341658966660956	0.02331044930949067	0.08928701994814907	0.03070498005739856	-0.3879708661312216	-0.10057099317957159	-1.2885923514123983	-2.660057929753971
x3_methylhistidine	-0.19840155260886025	1.669593562646738	1.8915364820597829	1.949799039101429	0.6707639404306937	-0.4277017548261433	-0.5348166399322227	-0.5256154397948328	-0.2531142710956258	-0.3322389914535938	-0.09475392677979083	-0.6479157595921694	-0.5824674523085245	-0.20818436603182702	1.54577752081636	1.5170630852408833	-1.1994729916674673	-0.10052561405270474	0.15773229902096353	0.20880230821429005	-0.38955813013087726	-0.5444424279858708	-0.505853712619224	-1.53292163627462	-1.533083570376774
glucose	-0.7099804736620862	-1.4341916859041521	-0.9468387756158776	-1.2726306660825926	-0.4117453574487258	1.5160111358311412	1.0172207115477654	0.16589128149999022	0.12678874507398052	0.6588703197109497	0.7577731118502149	0.5925739622691819	0.7887889389074576	-1.0119867875464523	-0.5378919198547568	-1.6688827647331697	0.06290507110611845	0.10678233369940661	0.07715874344258304	-0.3167169232634325	1.3645228027313987	1.8884328759526812	1.2619413839625984	-1.068108176737524	-1.0066878867366953
n1_methyl_4_pyridone_3_carboxamide	-1.0060871422112792	0.9647776193260234	0.8963719331253867	0.8274352711678461	1.7481552395261855	0.34119701246812756	-0.9034443866105643	-1.0560489258742578	-0.5645071164213332	-0.6497870836563591	-0.7566443083246637	-0.5992410994392053	-0.5333342129237956	-1.8542794160726424	1.966952429561483	1.924448528776583	0.5429129814736168	-0.29268865166840835	-0.14178409458849445	-0.5771154543058854	0.2811292848544002	0.46086285072398775	0.2462597039351022	-0.08014083847367309	-1.1854001243681804
co_a	0.5127746417365748	0.5961768715313619	0.2573953086737505	0.6510107335990442	0.4841467058516419	0.2649682455769358	0.2904356380627955	0.5496991793608761	-0.5936449868532144	0.23195274834217577	-0.04210721719277681	-3.8668604819489594	-0.7514534368417068	0.3445497277695843	0.3131000016133069	0.5194309845548911	0.7744930431929908	-0.035965655875647484	0.06659398823071214	0.30445471102626437	0.23059308524327124	-2.1419762177123105	0.34118983130381847	0.13932271063544585	0.5597198401191757
n1_methyl_2_pyridone_5_carboxamide	-1.6896814315219788	0.9462870894039737	1.0531670420057284	0.9795508692859175	1.9016940483084512	-0.7416846101486968	-0.5330351379807151	-0.7671391020313099	-0.5739718243327507	-0.7068269845529119	-0.48875676750544794	-0.6138798411906122	-0.43347051121013613	0.0304183001980695	2.0763035954628695	1.9636662044367938	0.6159156030302474	-0.7574356284097564	-0.0999975008609913	-0.6424326645958998	-0.07899540231311249	0.3913895445313851	0.025296450915991888	-1.1308313580510592	-0.7255499828740425
n_n_n_trimethyl_alanylproline_betaine_tmap	-0.7476011807065245	1.4864602871259252	1.492530249357947	1.2601099717113202	1.3409657830998105	-0.40706619416824846	-0.8106539534319311	-0.9044848099602322	-0.44667880547675226	-1.0625872765696645	-0.668690813790718	-0.648488970261078	-0.7570907497326761	-0.44382061331228556	1.8677187419733337	1.903723765453349	0.5875740479356373	-0.6723981075329907	-0.5094867820174053	0.854690321793416	-0.24594759242860856	-0.8942594533031156	-0.5881045369707844	-0.036116587536652985	-0.9502967412510759
glycylleucine	-0.4278569403877843	-0.60127688789626	-0.8460288228066505	-0.7524570865792876	-0.942058541158795	0.8548925592699563	0.2781353389899919	-0.2700060919894995	-0.6175245159390779	-0.4532311003069415	-0.006676696798007958	-0.10458979060481675	-0.011130670178843637	-2.0078180921474416	0.2552927633600411	0.14735378824965925	-0.3122811709430759	-0.6129901181278594	0.00920846165098257	0.5438578358770644	2.326185688848485	2.2113113259712645	2.0065375143671136	0.09673249683174595	-0.7635812475519749
orotidine	-0.08091803617864138	-0.0308625902324566	0.5591535517184263	-1.6006539516682454	-0.6061183971386482	0.16275100023286174	-0.3538901531943209	-0.22445427838904344	-0.32352779115976604	-0.17348634014340666	-0.2855634450786332	0.11877302755766991	-0.3766918279846693	-0.48380796945335963	3.0066754111301734	2.9954649980000627	-0.15140435208231093	-0.35289236609974745	-0.9671707496328588	-0.1346682689505636	0.3086525039637774	-0.4130101846345618	-0.11794117647700497	0.22952695915305749	-0.7039355732578061
leucylglutamine	-0.5601344149032291	-0.2941994011730964	-0.569620546905988	-0.4512299918185891	-0.8202973987815037	0.5115785089164712	0.2927524982570873	-0.9086908071619231	-0.5810906447932142	-0.18058492179252816	0.20448086470905238	-0.9333150402151846	0.42420583228021713	-1.6641993829680715	0.29723113414638314	-0.06151523672102852	-0.5472088529850252	-0.05758665487344367	0.45100364633808454	0.17458951595703914	2.674383171472726	2.1614225780334264	1.83788712618096	-0.39790295308635815	-1.0019586281122534
gamma_glutamylcitrulline	-0.45780932947789865	1.501014569083976	0.8172072796278675	0.5863002094507335	-0.4736636000522971	-0.29206818020552033	0.7868334554345852	1.215527164432574	-0.647163090061407	-0.1227530452775875	-0.48972214604535175	-0.37213990521003554	-1.0249322078926282	-1.1744519319467315	0.2503827719206775	-1.481227148438478	0.3201165035096024	0.3254564386685037	0.36144791053783654	0.477191632182356	-2.5406789132025134	-1.0356503694760164	0.8406111235397273	0.8903132736327407	1.73985753526529
cytidine	-2.2811372155490903	-2.0412954060908537	1.242567763807147	1.773778649373432	-0.39731382694722095	0.571370580300451	0.03106742112998956	-1.0711658660280767	-0.13324894709500332	0.06677832380340386	0.3111845965517271	0.28486245593003406	0.01664927330718129	0.01185115635638019	0.5101073054839589	0.6745232482573602	-0.7888589348682301	-0.08014566361150995	0.23302956804050093	0.29748261039149215	1.0459641608122803	1.3149626677765327	0.8688694246735859	-1.3041319509689815	-1.1577513948365221
leucylglycine	-0.39631292638314003	-0.6040171248434012	-0.39492503526420525	-0.12743343650911482	-0.8404699367974656	0.5136189109818294	0.1147556310629137	-0.3968206400486979	-0.7064266469060062	-0.11239089594055113	0.12935707886787362	-1.1304061694758722	0.044727615559557385	-2.073626806889731	0.2585007124134421	-0.1963598953125905	-0.3719470537041701	0.42769293624555715	0.3294462537486866	0.23903779759592494	2.6140836249829515	1.8373489560184777	2.065309936767868	-0.26333755794722646	-0.9594053282228878
palmitoyl_dihydrosphingomyelin_d18_0_16_0	-1.1993809545488483	0.2117756394922356	0.6362034752512503	0.1516020071177524	-1.0030731089350495	-0.13444853936569118	0.3896145384010638	-0.6575931247273098	0.40707694784079945	-0.1878403020514533	0.7706904968413246	2.170695437702701	1.4363097474037338	-1.4409143727177232	-0.8121622509973377	-0.8140711146425488	-0.9097919276230904	-0.1622122523564932	1.5575318057358034	-0.22800874671403987	0.1730568888518779	2.010996485190054	-0.392052964731529	-0.9423552439417895	-1.031648566475703
gluconate	-0.2097012870212305	-0.7726939071331824	-1.1529202002848458	-2.4407995945026033	0.03421662498717705	0.9254194085092137	0.8247515551752389	-0.589238677309301	0.5010047491133858	0.03556429762938812	0.7880168254372605	0.8208689164006225	0.37339385174088924	-1.998796566018115	0.29879541146127586	0.16482917046179568	-0.586783270182123	-0.17653169144999126	0.12913068226773708	0.8107564789092926	1.2040280008023367	1.642788003920117	0.9949952982447324	-0.14450485610323685	-1.4765892250558375
heptenedioate_c7_1_dc	-0.8620171891061221	1.3459058270723967	1.3305621359424455	-0.2957034370415968	1.0630988815664362	0.09396575797565201	-0.387901542789747	-0.2338039840036464	-0.8421647388600936	-0.4470640992374974	-0.3100913897017043	-0.2553642196376567	-0.9356870840502526	-0.8511200416191851	2.3681500210596003	2.356589835537862	0.3075193874006522	-0.9205449720612313	-0.39684738795706326	-1.0989306698471195	0.13776545716114502	-1.1880311402824313	-0.4953598250581561	0.6425141507518132	-0.12543973321448887
ophthalmate	0.7632498982552312	-0.28179159128777664	-2.088589894505411	-2.6274590777468925	0.6520307293196888	0.6181964863619988	0.1906630825197221	-0.3336867371416941	-0.1220684443281872	-0.36906123001743263	0.14780315145819545	-0.8063222587403374	-0.04527394228537092	1.3186195043709423	1.7486831076455205	1.3331214304702292	-0.4320588318950408	-0.6432942032244983	0.2392338315891909	1.046486857105601	0.3756261002001084	0.6105618036976044	0.21556925769623106	-0.3913671287774969	-1.1188719007401273
nervonoyl_ethanolamide_24_1	-2.2327008948039984e-4	0.4883743022668373	-0.0729406373296858	0.6942518396025216	0.3188799141896507	0.6860505981705366	0.8763801796405379	1.1940220564798851	-0.2861837277242032	0.32280236200553886	0.0605608435986336	-3.0784550703369615	-0.11833649455581516	0.9138368433439905	0.1785163496891252	0.25008253635462474	0.894811481741647	-0.029857024895930204	-1.0881409408350362	-1.2444643524830947	0.20699721056555076	-2.3677823570615084	0.5428787236735321	0.010209137343827916	0.6477294966452699
palmitoleoylcarnitine_c16_1	0.08365466609199912	1.7425590157036752	0.24814707102105144	0.791144831139261	0.5131248589075588	0.82703528692047	0.338606191757986	1.0493917224320395	-1.4716960585850558	-0.5610381695555745	-0.691045818054091	-2.4462315717031267	-1.0293713721593538	0.44524028800427795	0.025502151475660623	-0.16296717788658655	2.4347524687855384	-0.394955204424027	-0.5822312971644831	-0.6355777437038116	-0.08123168328139635	-0.7717893170749818	0.6202750498963777	-0.04040044774443172	-0.25089774079898725
